Rating;Title;Review;Author;Date;Link;Expected Feature;Polarity
5.0 out of 5 stars;Perfect for me;One of my best compact from Sony Xperia. Image quality is good, sound quality is good, connection is good. I like everything about this phone.;Raymond Charles;15-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,sound,quality,connection,phone;1,1,1,1,1
3.0 out of 5 stars;Good hardware but YOU CANNOT UNINSTALL FACEBOOK;"If you buy this phone, whether you use facebook or not, whether you use the app or not, YOU CAN NEVER REMOVE THE FACEBOOK APP.
FACEBOOK gets to spy on you 24/7 thanks to Sony!

The rest is good. very good camera. but Sony you have to divorce Facebook this marriage is bad for you.";Deeksoutforharambe;31-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,sony,camera,sony;2,2,1,1
5.0 out of 5 stars;Love it !;I'm an Sony Xperia fan ! Super fast and as always get amazing pictures !;M.Lanitara;23-Aug-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,picture;2,1
1.0 out of 5 stars;Fatal flaws;I feel like the Sony design team did an awful job on the physical aspect of this device. It slides off seemingly every elevated surface and inevitably slams its gorgeous ill-fated facade to the ground. For such a beautiful device, its not only a shame that it's going to have to be covered but also that it has incurred so much damage in the less than a week that I've had my phone due to its shape. It's truly disheartening that my brand new phone is now in roughly the same shape my (>2 year old) Z5 was in just a few weeks ago. Please understand that I spent much more on the XZ2 and only upgraded from the Z5 because the (then impeccable) screen shattered. All that considered, I really expected more out of a Sony device. Sony needs to go back to the drawing board with these curves! In my five days of experience with my XZ2, I've come to the conclusion that this and every poor XZ2 out there without a case is only destined to fall and to fail. Not only that butright out of the box, this phone has had awful battery life. After being fully charged, I can't get this phone to have enough power to last more than a few hours if I do anything except let it sit. Lastly, I have been experiencing feedback intermittently on my XZ2 since I made my first phone call.;Felicia Bergstrand;30-May-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,design,team,device,screen,sony,case,phone,battery,phone,phone;2,2,0,1,1,2,0,0,0,0,2
5.0 out of 5 stars;Powerhouse of a smartphone that truly fits in your hand!;The *BEST* smartphone on the market! Excellent features, excellent performance, perfect size! I absolutely love it!;Robert Pectol;24-Jul-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;smartphone,feature,performance,size;1,1,1,1
5.0 out of 5 stars;Potentially not Unlocked;When I first received this phone and installed my SIM card it wasn't able to receive text messages. It was able to send them and was also able to make and receive calls. My initial thought was there must be a problem with the activation. I spent several days dealing with Verizon and finally a network tier support called me. What they did was disable a callback feature on their end and that resolved the issue. If anyone else is having this problem and you have Verizon DO NOT return the phone. Call Verizon and have them disable this feature. On another note I love this phone. I have been looking a long time for a smaller screen size Android that is also fast and powerful. This phone has it all.;nicholas p chonko;27-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,screen,size,phone;0,2,2,1
3.0 out of 5 stars;Handy but powerful;Phone is as described. Although its like i missed my requirement when ordering. Actually wanted a dual sim for a gift because i already owned one.;Godsgift;26-Dec-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;2
5.0 out of 5 stars;Love the phone.  Great cameras.  No problems so far.;I did want to use the 3d scanning.  Not the best but does work.  Other than that it is an android phone.  Nuff said.;Randall Tucker;28-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;2
5.0 out of 5 stars;From amazon wharehouse deal - Not a scratch, freakin' fast;"So I hate how every phone is a tablet these days. If I want to watch TV I have a 65"" TV. if i want a tablet, i have a 10.1 tablet. If i needed a laptop, I have a laptop. I want my phone to be a f@#$#@$ phone.

Sadly my Samsung S4 mini was no longer supported by my carrier. They gave me a free 64gb s6 edge. The first s6 died within 6 months, and it was replaced. the second one died 6 months after that, and it was replaced. The third one lasted about a year and change but the screen finally stopped responding after a few run ins while skiing. I used a mouse for a while to work the screen with an OTG cable, but that stopped being feasible.

This is the smallest non-apple phone I could find. So far its great. It is a little heavy but I don't find that an issue.

Its ergonomics are way way better than s6 edge (the curves on the edge are on the wrong side of the phone). this can be comfortably used one handed without being andre the giant (the samsung had a feature that would shrink the screen so you could use it one handed).

I got this from amazon warehouse, in like new condition. It arrived with everything, and not a scratch or dent or anything to the device. The box was pretty beat up though and the charger was a little dirty.

I popped my sim card out of the s6 edge and into the xz2 compact, and it fired right up, on verizon, no problems.

I did a speed test on the cell network with this phone and got 70/25 Mbps down/up at my office. I do not know what I will get at my house as i usually do not have service at my house.";AR;31-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone,screen,phone,phone;0,2,2,2,2,2
3.0 out of 5 stars;Tough and Fast but Too Many Factory Apps;"I bought the Sony Xperia XZ2 Compact recently after my old phone started to become increasingly slow and unstable. I had a short checklist of things I wanted out of it: 1) reasonable price, 2) compact size, 3) high speed, 4) good camera, and 5) sturdy design. On the whole, it lives up to these criteria, though there are caveats which you should bear in mind, listed below.

For the most part, the Sony Xperia XZ2 Compact is a good bargain. I found it on Amazon on sale for $449.99 ($480.36 with tax), making it competitively priced for a new phone by a reputable company. The screen is very tall and narrow, allowing the phone to fit comfortably in the palm of your hand but unfortunately compressing the letters on the virtual keypad to the point where it's extremely difficult to type. The camera is good, taking clear and crisp photos with a good balance of light and color, though it's still important to get low-contrast ambient light for the best photos. The videos are very good and provide a surprising amount of detail, though the audio is often shallow and tinny. The CPU is fast and can handle almost anything I've thrown at it, often juggling Snapchat, Instagram, and Messenger at the same time without a huccup. (The one exception was a very large text file which I opened in Docs, which took at least a minute and a half to fully load, confirming that this is definitely not a replacement for your laptop or macbook.) Finally it has a sturdy metal body with a glass screen, both of which appear to be capable of withstanding some serious punishment.

The biggest caveat, however, is the presence of factory-installed apps. They're everywhere on this phone. From Amazon Prime to Duo to Xperia Assist to Swiftkey, there are a host of useless apps on the Sony Xperia XZ2 which make the process of customizing it to your personal tastes EXTREMELY DIFFICULT. Of course it's possible to sort through all of the apps that come with this phone and manually disable them, but it takes a significant amount of time and energy and can be extremely frustrating to anyone who doesn't have a degree in software engineering.

Despite these caveats, the Sony Xperia XZ2 Compact is a good bargain on the whole. It doesn't have the fastest CPU or the sharpest camera or the sleekest design, but it does the job well across a number of different criteria and is affordably priced at $468.28 on Amazon, as of Feb. 15th, 2019. Make no mistake: it's definitely not an iPhone. But if you're looking for a fast and tough jack-of-all-trades that won't break your bank account, the Sony Xperia XZ2 Compact is a good option to keep in mind.";Truth Seeker;18-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,phone,price,design,camera,photo,photo,video,phone,camera,cpu;2,1,1,1,0,1,1,1,2,1,1
2.0 out of 5 stars;"I was let down; not fully verizon compatible";"I had been looking at this phone, reading reviews and wanting one since it was released and I finally bought an unlocked one here off amazon a month ago.  I can't say I was impressed.  Maybe it was due to my unfamiliarity with a Sony or unlocked phone, maybe I'm used to carrier bloatware, but, I did not like this phone at all.  Additionally, I was not impressed with the camera at all, very poor photos in dim or low light conditions.  I did love the size though and wish there were more options for phones in this size.  I have large hands with fat clumsy fingers and this phone fit me great.

The biggest problem I had was that this phone is not fully compatible with Verizon.  Wi-Fi calling is not available, visual voicemail is not available, MMS messages are not compatible and it had serious issues recognizing a sim card.  I spent hours reading though forums trying to solve these issues, spent hours at a Verizon store with a very helpful and smart tech who could not figure it out.  Thus, I returned it.";MDJ;28-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,camera,photo,hand;2,1,0,2
3.0 out of 5 stars;A great compact phone with a few design flaws;"I really wanted to like this phone, the 1080P screen, though not OLED, is very sharp and color accurate. It is easy to hold, but the 5 inch display on this phone just feels off to use, it is way to narrow. The Sony ROM is pretty good, not many bloat like the typical Samsung. The phone is snappy, since it is a flagship.
There are a lot of good to this phone, but the few minor flaws just defeats the purpose.
There is no headphone jack which is not a big deal for me, as I use wireless headphones anyway, but with the not slim body, I don't see why not have one. The fingerprint sensor is at a very low position, i have touched the lense many many times. The volume rocker is very good, but at a weird place again, because the power button no longer is a fingerprint sensor, i kept hitting the volume down button thinking it was the power button. The stereo speakers are not nearly loud enough, i had to keep it on max volume while trying to watch Netflix.";Evan;24-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,screen,phone,body,button,button;2,2,2,2,2,2
5.0 out of 5 stars;Sony is the one and only.;Is that all the great features from the other Sony Xperia phones, plus a better camera. That's what sold me. The only problem I have is that the keyboard seems significantly smaller on the compact version. I have small hands but I still have a problem typing.;C. Green;23-May-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;feature,sony,phone,camera;1,1,1,1
3.0 out of 5 stars;Feels cheap;I returned this phone and bought a Galaxy S8. I wanted a small phone, which is why I initially went with this one.  It just felt cheap in my hand and weirdly thick. My previous phone was a Galaxy s6 and I found myself missing Samsung. This just didn't have a high-end feel to it, I didn't enjoy using it.;inaccessiblerail;8-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,hand,phone;2,2,0,2
5.0 out of 5 stars;Best smartphone I've ever used;I bought XZ2 Compact a couple months ago. I wanted a phone which can be operated with one hand and very fast with the latest hardware. I loved it. It is easy to use with one hand. Display is very impressive. People say it is thick but for me it is not an issue. A couple milimeters more thicknes won't make it disturbing you when in your pocket or in your hand. I think Sony may have done it that with purpose of better holding.  XZ2 Compact is fast and responsive. Easy to use.;L.A;14-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,hardware,hand;1,2,2
5.0 out of 5 stars;Its small! It works! On Verizon!;This is just my initial post to let others interested in the phone know that it is working on Verizon. Just booted it, updated and tested it. It works on my verizon 4g in California. It is smaller and sleeker than I guessed from pics/vids. It downloaded updates and initial apps very quickly on network data. I use hotspot, and that too is working. I will try to update this later with info on my experience beyond unboxing. For now, I am pleased to once again have a flagship phone that fits in my pocket.;TC12;26-May-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone;1,2
5.0 out of 5 stars;Excellent phone;"About 1/2 years ago, I bought this phone as replacement of a lost phone because  is smaller with a high resolution screen and high-end specs. It is very comfortable to hold and use with one hand with a thin hard-plastic case.
 The first pleasant surprise was the fast update to PIE soon after the release by google, and the onging monthly security updates of the system by Sony.
 It is very sturdy for outdoor use including mapping in my car (Miata), 'navigation' plotting while sailing in coastal waters with lots of salt water spray, rain and the occasional drop e.g. in a parking lot (the case cracked and had to be replaced onces). Still, the phone looks like new.
 The camera cannot compete with an SLR as none of cell phones can but works great for snapshots but in very low light
when artifacts start to show up when cropping the image.
 This phone by Sony is underrated in a field dominated of ever growing, over-hyped tablet-like phones because 'consumers want them'  though there is hope that this trend will reverse. Renders of Apple's upcoming 2019 lineup include a compact model overcoming the limitations of the SE and closely resembling this phone in overall appearance but a large notch rather than a similar sized black bar on the top and bottom.";Irritated by reviews;27-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,resolution,hand,case,image,sony,camera;2,1,2,2,1,1,0
1.0 out of 5 stars;Does not work on Verizon properly;"I bought this phone because I wanted a modern, small phone that worked well.  I liked the old Sony I had on Verizon and being still on VZW I believed Amazon and bought this one.  Hey, it says COMPATIBLE right there, yes?

Well, it almost is.

It can make calls, receive calls and talks to my network.  Verizon says it's online.  I can send texts.  BUT I CANNOT RECEIVE TEXT.

I spend 2.5 hours on the phone with Verizon.  I will say VZW support is fantastic.  They put up with all my crap.  I rotate phones like I change socks.  But after going up through the chain with Verizon support, they were never able to solve the problem.  I finally gave up and returned the phone.  That is really sad because the phone is beautiful.  Fast, small, great sound, great screen.  If Sony comes up with another compact phone that IS compatible, I will be all over it.

If you are on a non-Verizon network, buy this phone.  Otherwise don't.";Michael J;14-Dec-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone;2,2,2
5.0 out of 5 stars;Love this phone;I had been waiting for a xperia compact for a long time and they finally got one I could have on Verizon. Perfect size for my hand. Excellent device. Had a few hiccups with receiving calls when Verizon updated their network, but a sim card swap resolved it.;Chris Wakefield;11-May-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;size,hand;1,1
4.0 out of 5 stars;Great size, quiet speakers;"Great phone. I love the form factor and how it fits in my pocket. Unlocking with my fingerprint is awesome and it feels like the sensor is in just the right spot.

A few small problems that prevent it from being five stars: sometimes my hand triggers the very edge of the touch screen when I am holding the phone or reaching across to touch the other side. The speakers are WEAK for media playback, you can barely hear them on full volume if you're in a place with moderate background noise like in a car.";G. Lywood;28-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,fingerprint,phone;1,2,2
4.0 out of 5 stars;A high performance smartphone in what today is considered a small size;"--[ UPDATE BELOW ]--

Large displays are part of the zeitgeist of the millennium, but I like small smartphones despite being an appalling screen-keyboard typist (still mourning the demise of the BB keyboard) -- this would have been an ideal model of existential conflict for Kierkegaard's ideas had phones been in use in the mid-1800s. When my Samsung S4 recently developed an irregular ""SIM card not detected"" syndrome (in my case only curable by uninstalling some apps I needed), there seemed to be only three small size phones to replace it. Two of them are currently behind the curve, leaving the XZ2-compact as my only choice.

I waited to buy it until it was sold and shipped by Amazon to facilitate its return if needed. Initially sold in North America at a too ambitious list price that was reduced in September 2018, the sale price here is about 25% less than the original list price, which seems a good deal for an only 10 month old model. My US carrier is AT&T <sigh>, so I took the phone to one of its stores to get it ready; simply cropping the SIM card of my S4 with a card cropper (to fit the Sony's nano-SIM holder) was all the hardware change needed.

The phone contains all the important innards --but for just a few-- of the standard XZ2 model into a 10% smaller body, which results in a shifting of the camera lens closer to the top edge of the compact model with almost no shift of the fingerprint sensor -- my first figure shows superimposed images of the sibling models based on actual size differences (yes, the lettering of the standard model is indeed 1.23 mm larger than that of the compact model). Although I have used it only a for a short period of time, it is clear that any obvious potential performance-degradation risks due to the packing has not affected the phone: It has the high level performance of its sibling (which I was able to test), a robust 19-megapix cam quality, and a fingerprint sensor on the back that finally works (until 2017 it was disabled in carrier-backed US models per agreement with domestic carriers).

The back of the phone is not flat but slightly convex with the rear camera lens and fingerprint sensor 4½"" and ca. 3¼"" above the bottom edge respectively. For my hand size (L-size gloves) it is very easy to put the index finger of the same hand holding the phone on the fingerprint sensor, which is more distant from the camera lens than in the standard XZ2 model; see figure. At 5.9 oz/168 g (or 7.3 oz/206 g with a TPU case and temperate glass screen protector), this phone has obvious weight, which is a bit surprising for its small size: for example, it is 30g heavier than a Samsung S4. Some might not like that, but I do like being aware (without discomfort) of which pocket I put the phone without need to search my clothing. Unless one's hands are small, it is easy to hold and use the phone with a single hand. The three control buttons are along the right edge of the screen side: they are operated with the thumb by right-handed people, and equally well or better with the other fingers by left-handed people. (Being ambidextrous I find it easier to control those buttons with my left middle, annular and small finger, with the index free to use the fingerprint sensor and the thumb to type.)

Relearning the location of Android menus from a Samsung to a Sony interface was not difficult despite the lack of a manual in the packing box. A User Guide in PDF format is available via a link in the Product information section. (This October 2018 guide version does not have the entry ""Unlocking your device automatically"" in p.13 of the March 2018 version.) Curiously, no information is provided on how to boot the phone in safe mode.

To insure the OEM-installed Facebook (an app I refuse to use) does not spy, track, or whatever else it may yet be discovered it is doing, I disabled the app. To insure no back door was left, I connected the phone to a Windows computer via the Xperia Companion (app available at the Sony website), expanded the ""Data"" folder of its parent ""Android"" folder [see my second figure] and deleted in there any folder ""com.sony . . ."" with the name facebook. (Save a backup copy of any folder before deleting it.) This is has not affected the XZ2's functioning at all, and has erased Facebook from the Apps Screen of the phone.

So far, I am quite satisfied with the XZ2 compact. The reason I do not give it 5 stars is that its automatic brightness control usually fails to increase the screen brightness when it needs to do so. I hope a future software rollout will take care of that. Though the February 2019 update of Android 9 Pie has moved the build number to version 52.0.A.3.202, the latest update I received so far has been the December 2018 one (build version 52.0.A.3.163).

UPDATE (March 11)
About a week ago I installed Android 9 (Pie) build 52.0.A.7.1 with no issues at all. With the exception of the automatic brightness control, this phone is a superb device. The battery life is delightfully long since I do not use phones for entertainment purposes.
___

ABOUT ITS IP65/68 RATING

Although such Ingress Protection [IP] rating means completely resistant to dust, resistant to low-pressure water jet spray for at least 3 minutes, and functional after immersion below a 1-meter minimum depth, the way Sony tested its phones for the IP rating has not always been rigorous. This forced Sony to correct in September 2015 its claims that Xperia phones were water-proof. They are not. This means that the XZ2 can get a little wet (e.g., caught in the rain or under an open faucet) *only* if all covers are firmly closed, and you do not push it too much. The XZ2 compact has a capless USB port -- it must be *completely dry* before charging or using the earphones.

For more information, visit the .com website ""support.sonymobile"" and search for the page ""Water and Dust Protection"" for the Xperia Xz family.";Abbe;23-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;size,phone,performance,phone,camera,fingerprint,fingerprint,button,fingerprint,phone;2,2,2,2,2,2,2,2,1,2
4.0 out of 5 stars;GREAT iPHONE ALTERNATIVE;"I'm a died-in-the-wool iPhone and am not going to change soon, but after I had the chance to review this phone, I've gotta say if I wasn't already steeped in all things iPhone, i would seriously consider making THIS my phone.

PROS:
*Rounded edges and minimal bezel
*Amazing battery life
*HDR screen
*Powerful speakers

CONS:
*a bit heavy for my taste in a smart phone, but still feels good in my hand
*Camera has crashed the phone on me several times
*Have to activate HD voice on your verizon account before SMS will work.
*Finger print sensor is on the BACK?? I find this inconvenient because you can't really see where you're placing your finger.
*Android operating system. Yes, I know I'm biased towards iOS, but that's because Apple really vets the apps it allows on its platform.  Android not so much.  It's kind of the wild west as far as apps go.  Google, are you listening?

If you're an Android user or coming from another Android phone, this could be a great phone for you.";KWJ;18-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,battery,phone,phone,phone,phone;2,2,1,1,1,1,1
4.0 out of 5 stars;On Verizon;Arrived on time. Only gripe sticker over finger print scanner is off center. Phone besides that is great. If using on Verizon you have to call customer tech support. HD voice must be turned on and they have to remove visual voice mail from your account.;Pen Name;30-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;time,phone;2,1
3.0 out of 5 stars;Does not pick up 4G LTE on ATT;This phone is currently not compatible with ATT 4G LTE. The best you're gonna get is H+ service (3G). Contacted Sony and they say the phone is fully compatible, but when I talk to ATT, they say the unit is not compatible. The description of the phone is technically correct in that it is compatible with ATT, you're just not going to get a good experience.;Timothy M Davis;29-May-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;service,phone;2,2
1.0 out of 5 stars;An absolute piece of JUNK!;Screen began to display striations only 3 months after warranty. Sony was of absolutely no help for a $400 phone!;Otis Michael Nowlilng;19-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;screen,sony;2,2
5.0 out of 5 stars;Excelente compra;Excelente compra, celular funciona en Ecuador sin ningun problena;Jorge;12-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;-;2
5.0 out of 5 stars;Buy the used one!;It was a brand new phone, just broken seals on the box!;Hanne Saarinen;27-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,seal;0,0
5.0 out of 5 stars;Best small flagship;You don't find small form factor flagships a lot these days, this thing is the best option you have, and not because of lack of competition, it's simply brilliant;Erwin;26-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;form;2
1.0 out of 5 stars;Design Nightmare!;"No FM Tuner, no headphone jack, flashlight basically doesn't exist, audio quality is lacking (audible static), uncomfortable fingerprint reader and button placement, no IR blaster. No capacitive buttons on bottom bezel.

I like that it has some heft to it and the convex back is good. Typing on this is great because the phone is easy to hold. Screen is fine.

If you want to do more than hold it though then you'll run into some issues. I don't know why they put the finger print reader in the center where you have to contort your finger to reach it. Oh and the camera wouldn't load half the time for some reason; the times that it did work it took almost 10 seconds to load. I tried to accept the lack of features and design flaws but they wouldn't stop adding up until I became too frustrated.

If Sony didn't disable the fm tuner, if it had a headphone jack out the bottom, if the flashlight was as bright as my S7, if the bottom bezel was used for something, if all the buttons were on the left side instead of right... then I wouldn't have returned it.";A. Down;28-Jun-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;headphone,quality,fingerprint,button,button,button;2,2,0,2,2,2
1.0 out of 5 stars;HATE SONY NOW;So frustrated right now! This is supposed to work on all GSM carriers, but after a week of being on the line with both straighttalk and Sony, I'm just now told it doesn't work with straighttalk. Straighttalk did everything they could, but it took 4 separate people with Sony before someone finally told me it won't work with Straighttalk. Returning and never buying Sony again.  Such a waste of time.;Stephanie Lafferty;29-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,sony;2,0
5.0 out of 5 stars;Awesome full-power yet compact Android phone updated to Android 9;"This phone is somewhat larger and heavier than my previous Xperia X Compact, but it has a top-of-the-line CPU with decent battery life, while still being pocketable, unlike just about all other phones.
The screen is sharp, the battery life in use is longer than a day for me, it has a nice camera and speakers, and Sony provides constant Android security updates. Get it, especially if the price drops!";Mondoman;7-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,battery,phone,screen,battery,camera;2,2,2,2,2,1
4.0 out of 5 stars;Great Phone but Where is the Dongle? I need my Dongle!;Love the phone! So fast and snappy. Screen is amazing. Finger print scanner works like a dream.  I guess the only reason I didn't give it 5 stars is because my usb-c to 3.5mm headphone jack was not included. Otherwise I love the phone. Best compact on the market.;Amazon Customer;1-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,screen,headphone;1,2,2
2.0 out of 5 stars;Pretty phone but glitchy;Honestly I wanted to love this phone. I thought the minty color was gorgeous and liked the smaller size. However, just a day or two after I started using it, the speaker seemed to randomly glitch out. The alarm clock sound woke me up with a bunch of static instead of the alarm sound which was mildly concerning. But then the next day it went back to normal. About a week later it happened again with a random notification sound. The speaker randomly failing like that is not something that should be happening on a brand new phone. Another thing I noticed is that it would be very laggy and not want to open apps sometimes. Even when I halted all processes and only had one app running it would seem to struggle. So because of these issues I decided to return it and just went with a Samsung Galaxy s9 instead. I've had it for over a month now and have had none of the issues I had within the first week with the Sony phone. I'm very happy i went with that decision instead, and don't really recommend this phone. I really wanted to like it but it had some issues that it shouldn't have had. The galaxy s9 is close to the same price as this one at the moment and I recommend that one way more. Sorry Sony :(;Lia Ivy;10-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,sound,phone,phone,phone,phone;2,2,2,2,2,2
5.0 out of 5 stars;Exceeded expectations;Figured this phone would be high quality, but it exceeded my expectations. Feels nice in the hand and does not take up a lot of room in your pocket. Super fast and clean OS.;Russell Ferlita;15-Sep-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,quality;1,1
4.0 out of 5 stars;About Used Phone.;"Minor cosmetic imperfections?
Top, bottom, sides, etc.... whaaaaaat?
Is a new phone. I guess the owner is a perfect stupid to do that kind of use.";jrtu;8-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;2
