Rating;Title;Review;Tagged;Date;Link;Expected Feature;Polarity
1.0 out of 5 stars;Not compatible;Wish I could use this phone the features but not available through my carrier,  Sprint. Having to send back.;[('feature', '##NN##'), ('not', 'RB'), ('carrier', '##NN##'), ('sprint', '##NN##'), ('send', '##NN##')],;17-Jan-19;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone;1
5.0 out of 5 stars;Ignore the professional reviews, get a real perspective!;"I have two cell phones, one for business and one for pleasure. I had an HTC Desire Eye and a Samsung Galaxy S5. They both came out in 2014. This phone is to replace my Galaxy because it's slow and it's battery is terrible. My Desire Eye is still going strong. All that explains why I was willing to go around ATT and buy an unlocked HTC phone instead of being shoved into another Samsung.
Phone comes with its own protective case, and a set of high quality headphones.
I read a lot of reviews about the U12+ before I received it. Camera got glowing reviews, it's fast, it's pretty, and it has a good amount of memory that can be expanded. Where it got slammed was the sense edge, the""buttons"", the lack of headphone jack, and lack of wireless charging.
I have to be honest, I have no idea what they were all complaining about! My volume up and down works seamlessly, same as a real button. The level and quality of sound is awesome. It comes with headphones, so why all the handwringing about lack of traditional jack? Also adapters exist. The power button is responsive, and I love that to turn on my screen, I can just use the scan fingerprint area to turn on and unlock in one touch. I added a screenshot button to my navigation bar, picture shown. So those complaining...how is that not easier/faster then holding down multiple buttons. Seems like a lot or reviewers didn't really try or read the help sections to find out all the awesome customization options. I have no regrets about this phone and I hope HTC stays around to make more phones so that when my 4 year old HTC finally dies I can invest in their newest offerings.";[('cell', '##NN##'), ('phone', '##NN##'), ('business', '##NN##'), ('pleasure', '##NN##'), ('htc', '##NN##'), ('desire', '##NN##'), ('eye', '##NN##'), ('samsung', '##NN##'), ('galaxy', 'VBP'), ('s5', '$'), ('2014.', 'CD'), ('replace', 'VB'), ('galaxy', 'JJ'), ('slow', 'JJ'), ('battery', '##NN##'), ('terrible', 'JJ'), ('desire', '##NN##'), ('eye', '##NN##'), ('going', 'VBG'), ('strong', 'JJ'), ('explains', 'NNS'), ('att', 'VBP'), ('buy', 'VB'), ('unlocked', 'JJ'), ('htc', '##NN##'), ('shoved', 'VBD'), ('samsung', 'JJ'), ('protective', 'JJ'), ('case', '##NN##'), ('set', 'VBN'), ('high', 'JJ'), ('quality', '##NN##'), ('headphone', '##NN##'), ('read', 'VBD'), ('lot', '##NN##'), ('review', '##NN##'), ('u12+', 'JJ'), ('received', 'VBD'), ('camera', '##NN##'), ('glowing', 'VBG'), ('review', '##NN##'), ('fast', 'RB'), ('pretty', 'RB'), ('good', 'JJ'), ('amount', '##NN##'), ('memory', '##NN##'), ('expanded', 'VBD'), ('slammed', 'VBN'), ('sense', '##NN##'), ('edge', '##NN##'), ('button', '##NN##'), ('lack', 'VBP'), ('headphone', '##NN##'), ('jack', '##NN##'), ('lack', '##NN##'), ('wireless', '##NN##'), ('charging', 'VBG'), ('honest', 'JJS'), ('idea', '##NN##'), ('complaining', '##NN##'), ('volume', '##NN##'), ('work', '##NN##'), ('seamlessly', 'RB'), ('real', 'JJ'), ('button', '##NN##'), ('level', '##NN##'), ('quality', '##NN##'), ('sound', 'VBP'), ('awesome', 'IN'), ('headphone', '##NN##'), ('handwringing', 'VBG'), ('lack', 'JJ'), ('traditional', 'JJ'), ('jack', '##NN##'), ('adapter', '##NN##'), ('exist', 'VBP'), ('power', '##NN##'), ('button', '##NN##'), ('responsive', 'JJ'), ('love', '##NN##'), ('turn', '##NN##'), ('screen', 'JJ'), ('scan', 'JJ'), ('fingerprint', '##NN##'), ('area', '##NN##'), ('turn', 'VBP'), ('unlock', 'JJ'), ('touch', '##NN##'), ('screenshot', 'JJ'), ('button', '##NN##'), ('navigation', '##NN##'), ('bar', '##NN##'), ('picture', '##NN##'), ('complaining', 'VBG'), ('not', 'RB'), ('easier/faster', 'RBR'), ('holding', 'VBG'), ('multiple', 'JJ'), ('button', '##NN##'), ('lot', '##NN##'), ('reviewer', 'JJR'), ('not', 'RB'), ('read', 'VB'), ('help', '##NN##'), ('section', '##NN##'), ('find', 'VB'), ('awesome', 'JJ'), ('customization', '##NN##'), ('option', '##NN##'), ('regret', 'FW'), ('hope', '##NN##'), ('htc', '##NN##'), ('stay', 'VB'), ('phone', '##NN##'), ('4', 'CD'), ('year', '##NN##'), ('htc', '##NN##'), ('finally', 'RB'), ('dy', 'JJ'), ('invest', 'JJS'), ('newest', 'JJS'), ('offering', '##NN##')],;4-Jul-18;;htc,battery,htc,case,quality,camera,memory,sense,edge,button,headphone,jack,button,quality,sound,screen,fingerprint,button,button;2,0,2,1,1,0,2,2,2,1,1,1,2,2,1,2,0,1,0
4.0 out of 5 stars;Battery is little below average;Amazon service is good..  But for product I am experiencing quick battery consumption.;[('amazon', 'JJ'), ('service', '##NN##'), ('good..', 'JJ'), ('product', '##NN##'), ('experiencing', 'VBG'), ('quick', 'JJ'), ('battery', '##NN##'), ('consumption', '##NN##')],;13-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;battery;0
3.0 out of 5 stars;The buttons ruined a perfect phone!;"Love the camera, equal or better to Pixel 2/2XL in that department... Screen is great, software is fast, beautiful phone, battery is average, etc.

BUT- those buttons really are terrible. When the phone is off, I have to plug it in to get the buttons to 'wake up' to power on the phone. Unexcusable. Period.";"[('love', 'VB'), ('camera', '##NN##'), ('equal', 'JJ'), ('better', 'JJR'), ('pixel', '##NN##'), ('2/2xl', 'CD'), ('department', '##NN##'), ('screen', '##NN##'), ('great', 'JJ'), ('software', '##NN##'), ('fast', 'RB'), ('beautiful', 'JJ'), ('battery', '##NN##'), ('average', 'JJ'), ('but-', 'JJ'), ('button', '##NN##'), ('terrible', 'JJ'), ('plug', '##NN##'), ('button', '##NN##'), (""'wake"", 'POS'), ('power', '##NN##'), ('unexcusable', 'JJ'), ('period', '##NN##')],";1-Sep-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews;camera,screen,phone,battery,button,phone,button,phone;1,1,1,1,0,0,2,2
1.0 out of 5 stars;Screen is cheap;"Paid 900 dollars for a phone with a half yellowed screen. Round 1 of replacement phones. At least Amazon makes the process easy.  Thanks again HTC for making it difficult to own your phone.

Update:  The replacement phone had same yellowing on screen by navigation bar.  However this screen also has a faint blue spot about the size of a small fingertip near top right corner. Screen also didn't get as bright as the last defective one.  Seems a lot of other people are having yellowing issues with their screens as well when I investigated online.";[('paid', 'VBD'), ('900', 'CD'), ('dollar', '##NN##'), ('half', '##NN##'), ('yellowed', 'VBD'), ('screen', 'JJ'), ('round', '##NN##'), ('1', 'CD'), ('replacement', '##NN##'), ('phone', '##NN##'), ('amazon', '##NN##'), ('process', '##NN##'), ('easy', 'JJ'), ('htc', '##NN##'), ('making', 'VBG'), ('difficult', 'JJ'), ('update', 'JJ'), ('replacement', '##NN##'), ('yellowing', 'VBG'), ('screen', 'JJ'), ('navigation', '##NN##'), ('bar', '##NN##'), ('screen', '##NN##'), ('faint', '##NN##'), ('blue', 'JJ'), ('spot', '##NN##'), ('size', '##NN##'), ('small', 'JJ'), ('fingertip', '##NN##'), ('top', 'JJ'), ('corner', '##NN##'), ('screen', '##NN##'), ('not', 'RB'), ('bright', 'JJ'), ('defective', 'JJ'), ('lot', '##NN##'), ('people', 'NNS'), ('yellowing', 'VBG'), ('issue', '##NN##'), ('screen', '##NN##'), ('well', 'RB'), ('investigated', 'JJ'), ('online', '##NN##')],;29-Nov-18;;phone,phone,phone,phone,screen,screen,screen,screen;2,2,2,0,2,0,0,0
;;;[],;;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews;-;-
5.0 out of 5 stars;This one's a wi##NN##er;"The U12+ beautiful phone that is very practical. I was surprised, though the screen is bigger than the U11's, there body of the phone is a little thi##NN##er and more comfortable to hold.

I found my favor for HTC after owning an M8 for two years, and enjoying the outstanding boom-sound speakers it had to offer, and then I made a terrible mistake and upgraded to a Samsung S7. I found favor with HTC phones because they don't put debilitating bloatware on your phone, the UI is clean and unobtrusive (change what you want), and build quality is superb. I especially have grown to appreciate the 3D sound feature, with the array of microphones all over their phones. As someone who spends a lot of time teaching music and working with a lot of pro live sound equipment, I have found this feature far superior to the mics on other phones. HTC has definitely taken some risks that made their phones unique.

The screen is LCD and not AMOLED, but to my eyes I don't notice a difference. The screen is beautiful and very sharp, a noticeable improvement over the U11.  The rest of the phone is made of glass. I was a bit swayed when I first looked at the U11, but it is surprisingly durable. Truth is, most people would most likely use a protective case anyway, I chose the Spigen liquid crystal case for the U11, and it took a quite beating with no damage whatsoever.

Edge sense is AWESOME. I had the short squeeze programmed to turn on the camera, and the long squeeze set to turn on a flashlight, which I use frequently. It is nice to have both these functions  readily available without having to  search through the UI. Sadly double tap is very difficult to trigger without the liquid crystal case, and impossible with it on.

The buttons really aren't bad, since the phone updated. The power and volume buttons aren't really physical buttons, bit rather pressure-sensitive nubs that respond with haptic feedback. the power button actually responds better than it would with a physical button. The volume buttons take a little more getting used to, and I am still getting used to them, but they are very responsive and have given me no lag.  Battery life was really heavily criticized by the pro reviews.  I spent a lot of time with it my first 2 days just setting things up with the screen working heavily, and the lowest it got was 32%. Normal use, I ended my day at about 50%.

This phone is TOTALLY for tech heads. You'll like this phone if you like having total control over your device, and not having bloatware designed to nickel and dime you after you already shelled our $$$ for a phone. The speakers are great. They are a little lacking in Bass, but a nice improvement over the U11, and on par with the speakers of the S9 Plus.  The USonic headphones are phenomenal. You can mow your lawn and tune out the world. Just expect to not notice when someone is screaming at you.  So far this phone is extremely intuitive and I feel like it gets me.

My advice if you go with this phone:

The U12+ will not work with Sprint.
If you use AT&T give your phone to a tech in a brick and mortar store. Make sure to tell them it is a factory unlocked phone.  So far, VoLTE works fine, but no Wi-Fi calling. I have heard contacting tier 2 tech support will hook everything up fine.

Spigen liquid crystal case protects it and shows off its unique appearance. This is the best case you can get for it, buttons will work perfectly, but the double tap doesn't (the shock protection of the case works a little too well).";[('u12+', 'JJ'), ('beautiful', 'JJ'), ('practical', 'JJ'), ('surprised', 'VBD'), ('screen', 'JJ'), ('bigger', 'JJR'), ('u11', 'JJ'), ('body', '##NN##'), ('thinner', '##NN##'), ('comfortable', 'JJ'), ('hold', '##NN##'), ('favor', '##NN##'), ('htc', '##NN##'), ('owning', 'VBG'), ('m8', 'JJ'), ('year', '##NN##'), ('enjoying', 'VBG'), ('outstanding', 'JJ'), ('boom-sound', 'JJ'), ('speaker', '##NN##'), ('offer', '##NN##'), ('terrible', 'JJ'), ('mistake', '##NN##'), ('upgraded', 'VBD'), ('samsung', '##NN##'), ('s7', '##NN##'), ('favor', '##NN##'), ('htc', '##NN##'), ('phone', '##NN##'), ('not', 'RB'), ('debilitating', 'VBG'), ('bloatware', '##NN##'), ('ui', 'JJ'), ('clean', 'JJ'), ('unobtrusive', 'JJ'), ('change', '##NN##'), ('build', 'VBP'), ('quality', '##NN##'), ('superb', '##NN##'), ('grown', 'JJ'), ('appreciate', '##NN##'), ('3d', 'CD'), ('sound', '##NN##'), ('feature', '##NN##'), ('array', 'VBZ'), ('microphone', 'CD'), ('phone', '##NN##'), ('spends', 'NNS'), ('lot', '##NN##'), ('time', '##NN##'), ('teaching', 'VBG'), ('music', '##NN##'), ('working', 'VBG'), ('lot', 'JJ'), ('pro', 'JJ'), ('live', 'FW'), ('sound', '##NN##'), ('equipment', '##NN##'), ('feature', '##NN##'), ('superior', 'JJ'), ('mics', 'NNS'), ('phone', '##NN##'), ('htc', '##NN##'), ('definitely', 'RB'), ('risk', 'VBZ'), ('phone', '##NN##'), ('unique', 'JJ'), ('screen', '##NN##'), ('lcd', 'VBZ'), ('not', 'RB'), ('amoled', 'VBN'), ('eye', '##NN##'), ('not', 'RB'), ('notice', 'JJ'), ('difference', '##NN##'), ('screen', '##NN##'), ('beautiful', 'JJ'), ('sharp', 'JJ'), ('noticeable', 'JJ'), ('improvement', '##NN##'), ('u11', 'JJ'), ('rest', '##NN##'), ('glass', '##NN##'), ('bit', '##NN##'), ('swayed', 'JJ'), ('looked', 'VBD'), ('u11', 'JJ'), ('surprisingly', 'RB'), ('durable', 'JJ'), ('truth', '##NN##'), ('people', 'NNS'), ('protective', 'JJ'), ('case', '##NN##'), ('chose', 'VBD'), ('spigen', '##NN##'), ('liquid', '##NN##'), ('crystal', '##NN##'), ('case', '##NN##'), ('u11', 'JJ'), ('beating', '##NN##'), ('damage', '##NN##'), ('whatsoever', 'RB'), ('edge', 'VBP'), ('sense', '##NN##'), ('awesome', 'JJ'), ('short', 'JJ'), ('squeeze', '##NN##'), ('programmed', 'VBD'), ('turn', 'JJ'), ('camera', '##NN##'), ('long', 'RB'), ('squeeze', 'JJ'), ('set', '##NN##'), ('turn', '##NN##'), ('flashlight', 'VBD'), ('frequently', 'RB'), ('nice', 'JJ'), ('function', '##NN##'), ('search', '##NN##'), ('ui', 'JJ'), ('sadly', 'RB'), ('double', 'JJ'), ('tap', '##NN##'), ('difficult', 'JJ'), ('trigger', '##NN##'), ('liquid', 'JJ'), ('crystal', '##NN##'), ('case', '##NN##'), ('impossible', 'JJ'), ('button', '##NN##'), ('not', 'RB'), ('bad', 'JJ'), ('updated', 'JJ'), ('power', '##NN##'), ('volume', '##NN##'), ('button', '##NN##'), ('not', 'RB'), ('physical', 'JJ'), ('button', '##NN##'), ('bit', '##NN##'), ('pressure-sensitive', 'JJ'), ('nub', 'JJ'), ('respond', '##NN##'), ('haptic', 'JJ'), ('feedback', '##NN##'), ('power', '##NN##'), ('button', '##NN##'), ('responds', 'VBZ'), ('better', 'RBR'), ('physical', 'JJ'), ('button', '##NN##'), ('volume', '##NN##'), ('button', '##NN##'), ('responsive', 'JJ'), ('lag', '##NN##'), ('battery', '##NN##'), ('life', '##NN##'), ('heavily', 'RB'), ('criticized', 'VBN'), ('pro', 'JJ'), ('review', 'FW'), ('spent', '##NN##'), ('lot', '##NN##'), ('time', '##NN##'), ('2', 'CD'), ('day', '##NN##'), ('setting', 'VBG'), ('thing', '##NN##'), ('screen', '##NN##'), ('working', 'VBG'), ('heavily', 'RB'), ('lowest', 'JJS'), ('32', 'CD'), ('normal', 'JJ'), ('ended', 'VBD'), ('day', '##NN##'), ('50', 'CD'), ('totally', 'RB'), ('tech', 'JJ'), ('head', '##NN##'), ('will', 'MD'), ('total', 'VB'), ('control', '##NN##'), ('device', '##NN##'), ('not', 'RB'), ('bloatware', 'VB'), ('designed', 'VBN'), ('nickel', 'JJ'), ('dime', '##NN##'), ('shelled', 'VBD'), ('$', '$'), ('$', '$'), ('$', '$'), ('speaker', '##NN##'), ('great', 'JJ'), ('lacking', 'VBG'), ('bass', '##NN##'), ('nice', 'JJ'), ('improvement', '##NN##'), ('u11', 'JJ'), ('par', '##NN##'), ('speaker', '##NN##'), ('s9', '##NN##'), ('usonic', 'JJ'), ('headphone', '##NN##'), ('phenomenal', 'JJ'), ('mow', '##NN##'), ('lawn', '##NN##'), ('tune', '##NN##'), ('expect', 'VBP'), ('not', 'RB'), ('notice', 'JJ'), ('screaming', 'VBG'), ('extremely', 'RB'), ('intuitive', 'JJ'), ('feel', '##NN##'), ('advice', '##NN##'), ('u12+', '##NN##'), ('will', 'MD'), ('not', 'RB'), ('work', 'VB'), ('sprint', '##NN##'), ('&', 'CC'), ('t', '##NN##'), ('tech', '##NN##'), ('brick', '##NN##'), ('mortar', '##NN##'), ('store', '##NN##'), ('sure', 'JJ'), ('factory', '##NN##'), ('unlocked', 'JJ'), ('volta', '##NN##'), ('work', '##NN##'), ('fine', 'JJ'), ('wi-fi', 'JJ'), ('calling', 'VBG'), ('heard', '##NN##'), ('contacting', 'VBG'), ('tier', 'JJR'), ('2', 'CD'), ('tech', 'JJ'), ('support', '##NN##'), ('will', 'MD'), ('hook', 'VB'), ('fine', 'JJ'), ('spigen', '##NN##'), ('liquid', '##NN##'), ('crystal', '##NN##'), ('case', '##NN##'), ('protects', 'VBZ'), ('unique', 'JJ'), ('appearance', '##NN##'), ('best', 'JJS'), ('case', '##NN##'), ('button', '##NN##'), ('will', 'MD'), ('work', 'VB'), ('perfectly', 'RB'), ('double', 'JJ'), ('tap', '##NN##'), ('not', 'RB'), ('shock', 'VB'), ('protection', '##NN##'), ('case', '##NN##'), ('work', '##NN##'), ('well', 'RB')],;27-Feb-19;;screen,body,phone,htc,speakers,phones,phone,ui,quality,life;1,2,2,2,1,2,2,1,2,1
5.0 out of 5 stars;Careful when buying...;Ok some people have problem buy cell phone the only thing I have to say is buy it from the REAL AMAZON CORPORATION  NOT FROM SALERS THEIR STUFF IS LIKE THEY PURCHASED FROM OTHER CONTRIES THEY DON'T WORK PROPERLY SOMETIMES...;[('people', 'NNS'), ('problem', '##NN##'), ('buy', 'VBP'), ('cell', '##NN##'), ('thing', '##NN##'), ('buy', 'VB'), ('real', 'JJ'), ('amazon', 'JJ'), ('corporation', '##NN##'), ('not', 'RB'), ('salers', 'NNS'), ('stuff', 'VBP'), ('purchased', 'JJ'), ('contries', 'NNS'), (' not', 'VBP'), ('work', 'VB'), ('properly', 'RB')],;12-May-19;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D7PV144/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews;phone;2
1.0 out of 5 stars;fallo en el software;el dispositivo me eta fallando y se reinicia de forma inesperada, y las aplicaciones se reinician una a una hasta el total reinicio.;[('el', '##NN##'), ('dispositivo', '##NN##'), ('eta', 'FW'), ('fallando', '##NN##'), ('y', 'FW'), ('se', 'FW'), ('reinicia', 'FW'), ('de', 'FW'), ('forma', 'FW'), ('inesperada', 'FW'), ('y', 'FW'), ('la', 'FW'), ('aplicaciones', 'NNS'), ('se', 'FW'), ('reinician', 'JJ'), ('una', '##NN##'), ('una', 'JJ'), ('hasta', '##NN##'), ('el', '##NN##'), ('total', 'JJ'), ('reinicio', '##NN##')],;17-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;-;-
4.0 out of 5 stars;Hate it with a case. Love it naked;"The BUTTONS, why htc, you could of done so much better, these pressure sense 2 buttons ruin any chance of a case working well. First it wants to feel you holding the phone in portrait, and until you squeeze the phone and the volume button at the same time it will not change the volume.

The should come up with a better way to control volume, with a case it will be impossible half of the time leaving you in akward situation where you blast someone's eardrums out cause the music plays at level 100.

The only good part is the camera and speakers. The phone is thick, and that's good. Phones need to be body positive, why do we even like thin tiny battery phones. The battery like is, eh, ok. The u11 had amazing battery and I was hopping this would carry over but it  just has an average battery life. The screens not that bright. The selfie camera is trash 50% of the time, either failing to capture a sharp image, or perfecting bolkeh. It's simply a bland phone, in a case. Whip it out of your protective case and gamble your 800 phone, and you will be amazed by the slim nice weight with transparent glass and unique buttons.";[('button', '##NN##'), ('htc', 'VBZ'), ('better', 'RBR'), ('pressure', '##NN##'), ('sense', '##NN##'), ('2', 'CD'), ('button', '##NN##'), ('ruin', '##NN##'), ('chance', '##NN##'), ('case', '##NN##'), ('working', 'VBG'), ('well', 'RB'), ('feel', 'VB'), ('holding', 'VBG'), ('portrait', 'JJ'), ('squeeze', '##NN##'), ('volume', '##NN##'), ('button', '##NN##'), ('time', '##NN##'), ('will', 'MD'), ('not', 'RB'), ('change', 'VB'), ('volume', '##NN##'), ('better', 'RBR'), ('control', '##NN##'), ('volume', '##NN##'), ('case', '##NN##'), ('will', 'MD'), ('impossible', 'VB'), ('half', 'JJ'), ('time', '##NN##'), ('leaving', 'VBG'), ('akward', 'JJ'), ('situation', '##NN##'), ('blast', '##NN##'), ('eardrum', '##NN##'), ('music', '##NN##'), ('play', 'VBP'), ('level', '##NN##'), ('100.', 'CD'), ('good', 'JJ'), ('camera', '##NN##'), ('speaker', '##NN##'), ('thick', 'RB'), ('good', 'JJ'), ('phone', '##NN##'), ('body', '##NN##'), ('positive', 'JJ'), ('thin', 'JJ'), ('tiny', 'JJ'), ('battery', '##NN##'), ('phone', '##NN##'), ('battery', '##NN##'), ('eh', '##NN##'), ('ok.', '##NN##'), ('u11', 'JJ'), ('amazing', 'JJ'), ('battery', '##NN##'), ('hopping', 'VBG'), ('carry', 'JJ'), ('average', 'JJ'), ('battery', '##NN##'), ('life', '##NN##'), ('screen', '##NN##'), ('not', 'RB'), ('bright', 'JJ'), ('selfie', 'NNS'), ('camera', '##NN##'), ('trash', 'VBZ'), ('50', 'CD'), ('time', '##NN##'), ('failing', 'VBG'), ('capture', '##NN##'), ('sharp', 'JJ'), ('image', '##NN##'), ('perfecting', 'VBG'), ('bolkeh', '##NN##'), ('simply', 'RB'), ('bland', 'VB'), ('case', '##NN##'), ('whip', '##NN##'), ('protective', 'JJ'), ('case', '##NN##'), ('gamble', 'JJ'), ('800', 'CD'), ('will', 'MD'), ('amazed', 'VBN'), ('slim', 'JJ'), ('nice', 'JJ'), ('weight', '##NN##'), ('transparent', '##NN##'), ('glass', '##NN##'), ('unique', 'JJ'), ('button', '##NN##')],;31-Jul-18;;button,sense,button,volume,case,camera,phone,body,battery,phone,battery,battery,battery,life,screen,case,case,glass;2,1,2,1,2,1,1,1,0,0,2,1,0,0,0,1,1,1
3.0 out of 5 stars;if you like to be the stand out;"OK let's me get these out there these phone is good I like to be the outcast in the crowd the has a different phone from the Samsung and apples lol Don't get me wrong I love the way it looks the 6"" LCD display the Snapdragon 845  makes these fast but the only thing I hate is that one of my buttons idk if just my device but the volume down is more sensitive and the volume up I have to put a little more force on it  and with a case on some times I get ghost touch and even after the update it kinda stayed the same for my device";[('good', 'JJ'), ('outcast', '##NN##'), ('crowd', '##NN##'), ('samsung', '##NN##'), ('apple', '##NN##'), ('lol', '##NN##'), ('not', 'RB'), ('wrong', 'JJ'), ('love', 'VB'), ('6', 'CD'), ('lcd', 'JJ'), ('display', '##NN##'), ('snapdragon', 'VBD'), ('845', 'CD'), ('fast', 'JJ'), ('thing', '##NN##'), ('hate', '##NN##'), ('button', '##NN##'), ('idk', 'JJ'), ('device', '##NN##'), ('volume', '##NN##'), ('sensitive', 'JJ'), ('volume', '##NN##'), ('force', '##NN##'), ('case', '##NN##'), ('time', '##NN##'), ('ghost', '##NN##'), ('touch', 'JJ'), ('update', 'JJ'), ('kinda', '##NN##'), ('stayed', 'VBD'), ('device', '##NN##')],;10-Oct-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,phone,button;1,1,0
5.0 out of 5 stars;Better than expected;"This phone has been great.  I was weary initially because online reviews for this device were so overwhelmingly negative but after 2 weeks of use i really don't understand the negativity.  I bought 2 of these, one for my wife and for myself and both have been great.  We usually see at least 6 hours of screen on time and about 2 days between charges.  Occasionally, the pressure sensitive ""buttons"" don't seem to respond the way I want but its not that bad, they start working after a second or two and I don't use them often.  You can unlock the phone with a fingerprint and HTC included an on screen ""screen off"" button so you don't ever have to press the power button anyway.";[('great', 'JJ'), ('weary', 'JJ'), ('initially', 'RB'), ('online', 'VBP'), ('review', '##NN##'), ('device', '##NN##'), ('overwhelmingly', 'RB'), ('negative', 'JJ'), ('2', 'CD'), ('week', '##NN##'), ('not', 'RB'), ('understand', 'JJ'), ('negativity', '##NN##'), ('bought', 'VBD'), ('2', 'CD'), ('wife', '##NN##'), ('great', 'JJ'), ('6', 'CD'), ('hour', '##NN##'), ('screen', '##NN##'), ('time', '##NN##'), ('2', 'CD'), ('day', '##NN##'), ('charge', 'VB'), ('occasionally', 'RB'), ('pressure', 'JJ'), ('sensitive', 'JJ'), ('button', '##NN##'), ('not', 'RB'), ('respond', 'VB'), ('not', 'RB'), ('bad', 'JJ'), ('start', 'VBP'), ('working', 'VBG'), ('second', '##NN##'), ('not', 'RB'), ('unlock', 'JJ'), ('fingerprint', '##NN##'), ('htc', '##NN##'), ('included', 'VBD'), ('screen', 'JJ'), ('screen', 'JJ'), ('button', '##NN##'), ('not', 'RB'), ('press', 'JJ'), ('power', '##NN##'), ('button', '##NN##')],;16-Jul-18;https://www.amazon.com/HTC-U12-Factory-Unlocked-Phone/product-reviews/B07D2Q65ZM/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews;phone,screen,button,phone,fingerprint,screen,button,button;1,2,2,2,2,2,2,1
5.0 out of 5 stars;BEST Phone of 2018;Amazing phone, amazing camera. Don't listen to all the bad reviews that only gave this phone 2 seconds.;[('amazing', 'VBG'), ('amazing', 'VBG'), ('camera', '##NN##'), ('not', 'RB'), ('listen', 'JJ'), ('bad', 'JJ'), ('review', '##NN##'), ('2', 'CD'), ('second', 'JJ')],;10-Dec-18;;camera;1
5.0 out of 5 stars;This phone is TOTALLY worth the expense;"Had the phone for a week, and I can safely assure that the U12+ is a killer smartphone, definitely worth the purchase:

- ""Buttons"" are JUST FINE guys! Feels like the overblown reviews on them are just that (or HTC updated them); either way, buttons and HTC Sense work perfectly fine :-)
- Software has no lag whatsoever
- The build quality, beside beautiful, is TREMENDOUS and tough - I have rocked this (and dropped) without a case, and still no scratches

If you can shell out for this phone, do it. No regrets on my end. :-)";[('week', '##NN##'), ('safely', 'RB'), ('assure', 'JJ'), ('u12+', 'JJ'), ('killer', '##NN##'), ('smartphone', '##NN##'), ('definitely', 'RB'), ('worth', 'JJ'), ('purchase', '##NN##'), ('button', '##NN##'), ('fine', 'VBP'), ('guy', '##NN##'), ('feel', 'VB'), ('overblown', 'JJ'), ('review', '##NN##'), ('htc', '##NN##'), ('updated', 'VBD'), ('button', '##NN##'), ('htc', '##NN##'), ('sense', '##NN##'), ('work', '##NN##'), ('perfectly', 'RB'), ('fine', 'JJ'), ('software', '##NN##'), ('lag', '##NN##'), ('whatsoever', 'WRB'), ('build', 'VBP'), ('quality', '##NN##'), ('beautiful', 'VBP'), ('tremendous', 'JJ'), ('tough', 'JJ'), ('rocked', '##NN##'), ('dropped', 'VBD'), ('case', '##NN##'), ('scratch', '##NN##'), ('shell', '##NN##'), ('regret', 'VB')],;19-Jul-18;;smartphone,button,button,sense,quality,case;2,2,2,2,1,2
