Rating;Title;Review;Author;Date;Link;Expected Feature;Polarity
1.0 out of 5 stars;Totally disappointed. Phone calls go straight to voicemail, Would make a  good iPod iTouch;"Whenever we try to call this phone it goes straight to voicemail. Before anyone says its our Tmobile service take this into consideration. We have 7 phones on our plan (5 android & 2 IOS). All work great except this one. After trying numerous settings and resetting the phone we did find a fix, well kind of. After reading numerous blogs of folks having the exact same issue; apparently the fix is to restart the phone. So whenever we call our son and it goes straight to voicemail, we have locate someone else near him to tell him to restart his phone. It does work for a little bit after the restart and then goes back to doing the exact same thing. Sorry, that’s not a fix for me. Hopefully not to late to return it, but we gave been messing with this phone for 30 days trying to make it work. I do not believe it’s the provider since it’s the only phone, out of 7, that has issues. Will stay away from this and other Sony phones in the future. Totally disappointed.
Pro: If you are not interested in making calls, would make an awesome replacement for your iTouch";W. Lucas;24-Mar-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone,phone,phone,phone,phone;2,2,2,2,2,2,2
5.0 out of 5 stars;Amazing compact phone.;This phone feels exactly like a smaller version of Sonys current flagship XZ2, whereas some phone companies would've made a smaller, lower spec'd version. Perfect to hold and use with one hand, it feels somewhat heavy, but that is a pro or a con depending on who you are.;Masamune Date;22-Sep-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,spec;2,2,0
5.0 out of 5 stars;Tossed!;Phone is perfect size, had an issue with overheating and requested replacement item. Delivery guy tossed item and now camera button is sunk and you have to press really hard to activate!;Amazon Customer;1-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,size,camera,button;1,1,2,2
5.0 out of 5 stars;I love xperia phones;Sony is a great brand. I don't like huge phones, but I like great performance and memory. This phone works fast!, My version has 64Gb of internal memory and an expandable memory card up to 128GB. I put a 32Gb memory vard and now I have 96GB for anything I want to storage (mainly music and pictures). It has a lot of great apps and the performance Is just great.;Amazon Customer;25-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,phone,performance,memory,phone,memory,memory,performance;1,0,1,1,2,2,2,1
4.0 out of 5 stars;Finally a worthy “flagship” competitor, in a (very) compact size;"Ever since the very first Android HTC “smart phone” several years ago, I’ve owned more phones than I can recall. Including several from Samsung, Sony, LG, Nokia, OnePlus, Essential, and others. I’m rather familiar with smartphones. :) So let’s take that experience and see how the latest from Sony performs compared to the world of smartphones. In particular, against my current daily driver, the Galaxy S8+.

PROS:

+ Very fast, responsive, no lag
+ Smooth Near-Stock Android User Interface
+ Dedicated 2-stage camera button
+ Expandable MicroSD Storage, up to 2TB (when available)
+ Standard 64GB Internal Storage
+ Fantastic 5” 1080p HDR LCD Display (18:9)
+ No Notch!
+ Solid Battery Life
+ Fast Charge Capable via USB-C (3.0)
+ Forward Facing Stereo Speakers!
+ Great 19MP Front camera with crisp/sharp images
+ Fingerprint reader (finally!)
+ Virtually all LTE bands supported (GSM & CDMA)
+ Some useful Xperia software included
+ Solid Build Quality & Feel
+ Dust & Water Resistant
+ Factory Unlocked!
+ Good button placement and feel
+ Good value when on sale

CONS:

- No Wireless Charging (Compact Only)
- Some Sony bloatware which can’t be removed
- No Headphone Jack (dongle included)
- Camera app can be buggy at times
- List price a bit high

DESIGN

The Xperia XZ2 Compact is a 5” phone with some updated, yet familiar Sony design aesthetics. Featuring squarish corners with a slight curve at the edges of the glass screen (2D) to make holding/swiping more comfortable. Otherwise it’s a mostly flat screen.

First important note is that they have now moved to a 18:9 aspect ratio display, along with the majority of 2018 phones. As such, the phone looks and feels smaller than a 5” 16:9 aspect ratio phone. This can be good or bad depending on preference. For example, I’ve already noticed the keyboard is more cramped and overall feels tiny compared to every other phone I have. It’s certainly more than usable. If you’re going for a compact phone in the first place, you probably won’t mind.

The backing is plastic, but doesn’t feel cheap, and does an good job of resisting fingerprints. Beyond that, there is a USB-C port at the bottom and volume/power/camera button, all on the right. And missing from many recent US Sony phones, there is finally rear-mounted fingerprint reader.

The single Nano-SIM and MicroSD tray is on the left. As an added bonus, you can actually remove it with your finger nails. On the front you have a very useful notification LED. As well as my favorite feature, front facing stereo speakers. As with most Sony phones, they have a good high-end quality appearance and feel. But lean towards a more understated look. Nothing too flashy, in particular in black.

As is common these days, the battery is not removable. It’s 2018, so no surprise there. But I will continue to miss that particular feature.

OS & FEATURES

Having owned Sony phones and tablets before, everything feels very familiar. If you’ve recently used a stock android phone, everything is generally where it should be. Minor changes include the app drawer, which slides left/right, and there are Sony tweaks hidden throughout. I keep finding nice touches here and there as I explore the UI.

One noteworthy feature is the addition of Themes, which are accessible with the Widgets & Wallpaper settings. Sony has their STAMINA mode which adds considerable battery life to the phone. It’s similar to what Google started adding since Marshmallow in that it disables extra functionality and features to really stretch out runtime. Most manufactures have some variant of this where it suspends inactive apps, unless you exclude them. As in those cases, be sure to “exclude” app you don’t want put to sleep (i.e. chat or messaging apps).

Sadly, there is a bit of bloatware in the form of Sony & few 3rd party apps, which you generally can’t remove. For those you can disable/hide, it’s easy enough to pretend they aren’t there. I just wish you could remove them all. Or not there to begin with.

While I’m a big fan of 100% stock Android and faster updates, I’ll gladly take the extras if basic performance & functionality doesn’t take a hit. Which is exactly the case here. There's enough usable and practical features that I like to make it worth it.

At the time of this review, we’re on Android 8.0.0 and Sony Build 51.1.A.4.173.

PERFORMANCE

Stutter and lag are some of the most annoying things in a phone. I’ve sold phones for this reason in the past. As noted in the OS section above, the user interface runs great. Unlike some manufactures, Sony generally gives you just about all of the “flagship” specs on the small phones, just as they do with the larger ones. So we’ve got a Snapdragon 845 with 4GB of RAM. Everything is smooth, fast, and no signs of stutter or lag.

Gaming is always a good example of real-world performance. It’s the primary task most folks are going to do that really pushes the chipset. I played several games including SimCity, Anomaly KR, Asphalt 8, and many others. They all ran perfectly fine. It helps that we’re only needing to push 1080p.

If pushed hard, the phone does get a bit warm. In particular when going through the initial setup, downloading a bunch of apps, etc. That seems to be the norm with the latest high-end chips. Most of the time it’s rather cool.

DISPLAY

After having used so many OLED displays, it’s often difficult going back to a “normal” IPS LCD. However, the 5” 1080p “HDR” Display on the XZ2 looks excellent. In fact, right next to my OLED S8+ it more than holds it own. Solid black levels (if not quite OLED), sharp images, great viewing angles, no light bleed, etc. Colors can appear a tad over saturated at the higher brightness levels, but there are display adjustments for that. Honestly, it’s just a nice screen to look at it.

With many cheaper IPS panels, you really do notice lesser screen quality and poor black levels compared to the newer IPS/OLED displays. Not so here. Yes, even with “only” 1080p resolution. On this 5” panel, nobody is going to miss those pixels unless you have it right in front of you face. Sony has always been commended and known for good quality IPS panels, and they continue to raise the bar. Default color temp leans toward the cool side. You can easily adjust this to your preference.

Auto-brightness has improved over the years to the point where it’s useful. Adapting to your lighting condition and remembering your preference for different scenarios.

CAMERA

Sony has always been known for making excellent cameras sensors that other manufactures use. Even though historically, the overall camera solution has been hit or miss on their own phones. Usually blamed on the software side of things. The 19MP front and 5MP rear camera are notable improvements over Sony phones in the past.

The Sony Camera app itself really hasn't changed in quite a while. The app itself could use an update to be slightly more intuitive and user friendly. I won’t go into all of the extra camera features. If you’ve used a modern smartphone, it's got those features, plus a few fun Sony add-on's to keep things interesting. Including a separate AR app that adds special effects and themes to your pictures and a new 3D Modeling feature. Other than the occasional panoramic shot, most of us are going to stick with automatic.

Which I compared in multiple side-by-side pictures from my other phones. I did find in certain situations the image looked a tad over processed. Most noticeable on zoom. In moderate to good lighting, the 19MP camera really shines. With natural colors, crisp image, and well balanced contrast. Although most descent cameras do well here.

The biggest difference is with low-light. Where Sony is forced to increase ISO the point of grainy images, but does at least capture the shot so it's brighter. Samsung is able to have a smoother “post ready” picture. Even though it was darker and had less detail. In either case, it’s all better thanks to the external camera button that’s always there, ready to open the camera app, quickly focus, and take that quick shot.

Unless you demand the best camera out there for 2018, I think this will suit the majority of users, producing good overall images, in the majority of situations. Not to mention putting older cameras to shame.

VIDEO

As you’d expect in this class, we have 4K video recording. Which looks good and is easily on-par with the Galaxy S8. There is HDR video recording that is rather unique to the XZ2 at this time. Although in my experience I found that it tended to produce a less vivid picture. But there was better detail. Your mileage will vary. One time recording with HDR resulted in audio, but no video. This only became apparent when viewing later and I haven't been able to reproduce that yet.

There is also slow motion video capture, 120fps or 960fps. For 960fps, you just start recording video as you normally would. When ready to capture slow motion, hit the record button at just the right moment. Not the best or worst implementation. As you need to hit a button, which only captures 3 seconds at a time. It still works quite well for on-going action scenes; although you’ll want to have plenty of light and the resolution is still rather poor. It's basically useless in low or moderate light.

Recording with 120fps was much easier to use, as you can simply record as normal. Then after you're done, select what portion of the video you want to be saved in slow motion. It also records audio, in slow motion. Which can create a fun and interesting effect. The video quality is noticeable better than at 960fps.

It's also wort noting that on two separate occasions the camera app generated an error. Requiring me to exit, manually close, and re-open. That hasn't happened again in the past week, but hopefully something fixed via update.

BATTERY

This is one of those features that seems to be at the bottom of the list for phone manufactures who are more interested in making phones as thin as physically possible. However, the relatively large 2870 mAh battery combined with the power efficient 845 chipset, software improvements, and 1080p display means you’ll likely get better than average battery life, as I did.

In my use, I was seeing 5+ hours screen-on time, and could easily last an entire day with moderate usage. That’s a little over half brightness, watching videos, surfing, a game here and there, all radios enabled, etc. Your mileage will absolutely vary. As with most phones, if you decide to really push it, such as high brightness, lots of screen-on time, and high-end games running, you’ll still be looking for a charger by dinner time.

As expected, you do have fast charging at your disposal via Qualcomm Quick Charge 3.0. I just prefer to avoid the cord until bedtime. Less aggressive users should do just fine, however. Even I was using the phone much more than usual to stress test and see how the battery fares. The relatively smaller screen size combined with fewer pixels to push do help a lot.

Sadly there is no wireless charging. For that, you’ll need to move up to the non-compact variant.

SOUND

There are two speakers, and they’re on the front. You know, right where they should be. Fortunately, Sony continues to avoid common industry trends to shove speakers on the back/bottom where they are easily blocked. This placement is perfect for watching youtube and playing games.

With that said, the speakers could sound better. Even though total volume isn’t an issue, it can sound a bit tiny, and doesn’t have as much depth as I would like. At least you’ve got good stereo separation and still sounds decent. I’ll take this over a higher quality bottom-firing speaker any day.

NETWORK/CARRIER USAGE

I have AT&T and T-Mobile SIMs which are used in many other phones I have laying around. As in typical Sony fashion, these phones are factory unlocked and have virtually all of the LTE bands you could want for a GSM or CDMA carrier. That covers just about anybody in the US.

Supporting all of the latest and greatest bands is key in ensuring you’ve got full coverage for your carrier, regardless of geographical location. Meaning I’ve got lots of bars and excellent transfer rates for both carriers; right on par with my other carrier branded devices. Unfortunately we only have single nano-SIM + MicroSD. No Dual SIM option. Another feature left for the non-compact XZ2.

Wi-Fi has been a weak point in past Sony phones, which appear to be improved, if not entirely resolved. At least for me. I compared side-by-side with the S8 and it was within a few percentage points for speed and signal strength. Very nice. Although at range, with 5G, the Sony would frequently lose signal several feet before my Samsung did.

VOICE QUALITY

I know it’s shocking, but I still use my phone for voice calls rather often. Both for work and personal. Using the earpiece and bluetooth works perfectly fine. I paired with multiple wireless devices, vehicles, headsets, etc. No issues at all. Calls came in loud and clear.

Using the speakerphone functionality was somewhat of a lower point as the other party sound tiny. Something carried over from general speaker quality noted above. It’s still perfectly usable and the other party had no problem hearing me as long as I didn’t venture too far away from the phone.

FINGERPRINT READER

Historically US Sony phones haven’t had a fingerprint reader. But it’s finally here on the XZ2, right on the back. Since this is a small phone, it’s almost at the center, and not far from the camera. It’s also very flat with the back surface. You see where this is going.

It will take some getting used to. Not only to find it, but to avoid smudging the camera lens. Easy solution; get a case. I’ve got one and it immediately resolved the problem for me. Otherwise the reader itself is super fast and response. Works great.

CONCLUSION

The small size might be the only thing that keeps me from using this is a long-term daily driver. I’ve used 5” phones before, but the 18:9 aspect ratio may be just a bit “too small” for daily use. Most manufactures have increased the overall size of their small and large phones to compensate for the effect a narrow aspect ratio has.

And the other cons? Well, let’s face it, they’re few and relatively minor. We only have single SIM and no wireless charging. Aside from this, it’s got everything a flagship needs. I'm also not 100% impressed with the camera app, given the glitches I've run into. I'll continue to use for a few more weeks and update the review as needed. Once evaluation is done, it will likely become my #2 phone (mostly due to size), which joins many other phones I keep around. I use various phones for different purposes.

Overall, if you can find it below list price, I consider this phone recommended for those in the market for a very compact high-end android smartphone that can pretty much do it all. In fact, I'm planning on getting the larger XZ2 or Premium, when it's released, as my daily driver. It's that good. 4.4 stars.";Wayne;8-Jun-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,sony,sony,camera,button,storage,storage,display,battery,speaker,camera,build,button,sony,camera,design,phone,sony,design,phone,phone,phone,button,sony,phone,fingerprint,feature,speaker,sony,phone,quality,phone,phone,case,sony,performance,case,time,sony,performance,phone,phone,manufacture,sony,performance,chip,display,quality,camera,camera,camera,battery,battery,display,battery,camera;1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,0,2,0,0,0,2,1,2,2,1,1,2,2,2,2,2,2,2,2,0,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1
4.0 out of 5 stars;Very nice phone;"This is a really nice phone. The display is super crisp, it has good sound (I tend to use a phone for watching movies way more than I should, so audio level is key), and it is blazing fast. The camera takes great pictures, and the OS is very easy to learn and navigate. I've spent most of my smartphone life with an iphone, so I was happy to find that using the OS on this Xperia is not all that much different.

The phone itself is fairly compact, but has a nice heft to it that gives it a very substantial feel that is missing from many phones. It is a bit bulkly feeling - a bit thicker than the iphone I am used to, but not a deal breaker by any means.";FRCP;26-Jun-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,display,phone,camera,picture,phone,phone;1,1,1,1,1,0,0
4.0 out of 5 stars;Heavy but good otherwise;"I really want to like this phone. I'm a big fan of smaller phones and there isn't a lot of choices out there. The compact size is ok though  a bit smaller would have been preferable. Performance wise its fast and easy to setup. The camera is decent. The thing that drops this to 4 stars is how heavy it is. This is supposed to be a compact phone, but the weight makes it feel a lot bigger than it is. It's also thick.

Other than the weight, the phone is great. Fast, camera works great, and the battery lasts forever. And I have had no problems with the fingerprint sensor or using the ATT network in the US.";Craig S.;21-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,performance,camera,phone,camera,battery,fingerprint;2,2,1,1,1,1,1,2
1.0 out of 5 stars;Phone Bricked After 40 Days - NIGHTMARE Warranty Process;"As an Amazon customer since 2007, I have never once written a review of a product, positive or negative.  I am obliged to compose this review in excruciating detail, however, as this phone had a manufacturer's defect and Sony Xperia Support has subsequently given me the run-around for nearly two months throughout the warranty repair process.

After using this phone for just 40 days, the device unexpectedly bricked during routine use.  The product comes with a 1-year manufacturer's warranty, and after multiple rounds of back-and-forth troubleshooting with customer service, I was issued a shipping label to return it to Sony's repair center in Woodbridge, IL.

The repair process estimated to take 14 business days.  After this window had elapsed and I had not been given an update on my repair status, I contacted Sony Xperia Support to learn that the repair had not yet been initiated.  I was then told it would take another week.  Xperia Support apologized for the delay and said they would treat this case as if it were their own phone.  At this point, the repair center had been in possession of my phone for 24 days.  I was also informed that the phone was indeed deemed to have malfunctioned through no fault of my own, and was completely covered under their 1-year warranty.

Over the next two weeks, I requested updates on the status of my repair.  No updates were provided from Xperia Support.  Finally, 35 days after the repair center received my phone, I was told the repair was complete.  Three days later I was informed that I would be receiving it that week.  Six days after that I had neither received the phone nor been given an update on the shipping status.  That was Day 44.  Two days later I was told that that while their system showed my repair had been complete, my phone had actually been sent to a different repair facility in Canada and that they could not contact them directly for an update.

Nearly every time I have corresponded with Xperia Support (now 11 different email/phone conversations), they have informed me that they cannot provide me with an update due to their lack of direct communication with their repair facilities.  If true, this seems to be a gross oversight in Sony's internal process.

Xperia Support is either: A). Lying to me about the process, the timing, and the nature of the device repair, or B). Actually has no means of directly contacting their repair facilities for status updates on customers' devices.  I am not sure which one is a worse look for Sony.

Sony has been in possession of my Xperia XZ2 Compact for 46 days and can provide no information on why the repair process has been so delayed nor when I should expect it to be returned to me.  I have been continuously ignored, lied to, and brushed aside by Xperia Support staff.  After asking for a different refurbished device to be sent to me in lieu of my own delayed phone, I was told that such a process would take even longer, if they even offered such an arrangement (which they decidedly do not).  I was scoffed at for even suggesting such a basic customer service solution.

Had this process gone smoothly, I would have been inclined to recommend this product to friends, family, and colleagues and to continue to purchase Sony products in the future.  However, I have never felt so poorly treated by any company, and am now inclined to warn about the abject horrors of this product and its warranty repair process.  Their repair facility has had my phone longer than I did before it inexplicably ceased to function (again, through an admitted manufacturer's defect).  Sony Xperia Support has provided the worst possible customer service experience I could have imagined for such a large and well-established company.

I spent weeks painstakingly researching this phone before deciding to purchase it, and the phone itself was excellent for the first 40 days.  I would not wish this warranty nightmare on my worst enemy, however, and will be advising everyone I know to avoid Sony's products at all costs.";Tom Anderson;29-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,sony,warranty,warranty,service,support,support,phone,phone,phone,support,sony,support,sony,sony,phone,sony,warranty,support,phone,phone;2,2,2,2,0,0,1,2,2,2,2,2,0,0,0,0,2,0,0,2,1
5.0 out of 5 stars;Perfect for me;One of my best compact from Sony Xperia. Image quality is good, sound quality is good, connection is good. I like everything about this phone.;Raymond Charles;15-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,sound,quality,connection,phone;1,1,1,1,1
3.0 out of 5 stars;Good hardware but YOU CANNOT UNINSTALL FACEBOOK;"If you buy this phone, whether you use facebook or not, whether you use the app or not, YOU CAN NEVER REMOVE THE FACEBOOK APP.
FACEBOOK gets to spy on you 24/7 thanks to Sony!

The rest is good. very good camera. but Sony you have to divorce Facebook this marriage is bad for you.";Deeksoutforharambe;31-Oct-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,sony,camera,sony;2,2,1,1
5.0 out of 5 stars;Love it !;I'm an Sony Xperia fan ! Super fast and as always get amazing pictures !;M.Lanitara;23-Aug-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,picture;2,1
1.0 out of 5 stars;Fatal flaws;I feel like the Sony design team did an awful job on the physical aspect of this device. It slides off seemingly every elevated surface and inevitably slams its gorgeous ill-fated facade to the ground. For such a beautiful device, its not only a shame that it's going to have to be covered but also that it has incurred so much damage in the less than a week that I've had my phone due to its shape. It's truly disheartening that my brand new phone is now in roughly the same shape my (>2 year old) Z5 was in just a few weeks ago. Please understand that I spent much more on the XZ2 and only upgraded from the Z5 because the (then impeccable) screen shattered. All that considered, I really expected more out of a Sony device. Sony needs to go back to the drawing board with these curves! In my five days of experience with my XZ2, I've come to the conclusion that this and every poor XZ2 out there without a case is only destined to fall and to fail. Not only that butright out of the box, this phone has had awful battery life. After being fully charged, I can't get this phone to have enough power to last more than a few hours if I do anything except let it sit. Lastly, I have been experiencing feedback intermittently on my XZ2 since I made my first phone call.;Felicia Bergstrand;30-May-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,design,team,device,screen,sony,case,phone,battery,phone,phone;2,2,0,1,1,2,0,0,0,0,2
5.0 out of 5 stars;Powerhouse of a smartphone that truly fits in your hand!;The *BEST* smartphone on the market! Excellent features, excellent performance, perfect size! I absolutely love it!;Robert Pectol;24-Jul-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;smartphone,feature,performance,size;1,1,1,1
5.0 out of 5 stars;Potentially not Unlocked;When I first received this phone and installed my SIM card it wasn't able to receive text messages. It was able to send them and was also able to make and receive calls. My initial thought was there must be a problem with the activation. I spent several days dealing with Verizon and finally a network tier support called me. What they did was disable a callback feature on their end and that resolved the issue. If anyone else is having this problem and you have Verizon DO NOT return the phone. Call Verizon and have them disable this feature. On another note I love this phone. I have been looking a long time for a smaller screen size Android that is also fast and powerful. This phone has it all.;nicholas p chonko;27-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,screen,size,phone;0,2,2,1
3.0 out of 5 stars;Handy but powerful;Phone is as described. Although its like i missed my requirement when ordering. Actually wanted a dual sim for a gift because i already owned one.;Godsgift;26-Dec-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;2
5.0 out of 5 stars;Love the phone.  Great cameras.  No problems so far.;I did want to use the 3d scanning.  Not the best but does work.  Other than that it is an android phone.  Nuff said.;Randall Tucker;28-Apr-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone;2
5.0 out of 5 stars;From amazon wharehouse deal - Not a scratch, freakin' fast;"So I hate how every phone is a tablet these days. If I want to watch TV I have a 65"" TV. if i want a tablet, i have a 10.1 tablet. If i needed a laptop, I have a laptop. I want my phone to be a f@#$#@$ phone.

Sadly my Samsung S4 mini was no longer supported by my carrier. They gave me a free 64gb s6 edge. The first s6 died within 6 months, and it was replaced. the second one died 6 months after that, and it was replaced. The third one lasted about a year and change but the screen finally stopped responding after a few run ins while skiing. I used a mouse for a while to work the screen with an OTG cable, but that stopped being feasible.

This is the smallest non-apple phone I could find. So far its great. It is a little heavy but I don't find that an issue.

Its ergonomics are way way better than s6 edge (the curves on the edge are on the wrong side of the phone). this can be comfortably used one handed without being andre the giant (the samsung had a feature that would shrink the screen so you could use it one handed).

I got this from amazon warehouse, in like new condition. It arrived with everything, and not a scratch or dent or anything to the device. The box was pretty beat up though and the charger was a little dirty.

I popped my sim card out of the s6 edge and into the xz2 compact, and it fired right up, on verizon, no problems.

I did a speed test on the cell network with this phone and got 70/25 Mbps down/up at my office. I do not know what I will get at my house as i usually do not have service at my house.";AR;31-Jan-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,phone,phone,screen,phone,phone;0,2,2,2,2,2
3.0 out of 5 stars;Tough and Fast but Too Many Factory Apps;"I bought the Sony Xperia XZ2 Compact recently after my old phone started to become increasingly slow and unstable. I had a short checklist of things I wanted out of it: 1) reasonable price, 2) compact size, 3) high speed, 4) good camera, and 5) sturdy design. On the whole, it lives up to these criteria, though there are caveats which you should bear in mind, listed below.

For the most part, the Sony Xperia XZ2 Compact is a good bargain. I found it on Amazon on sale for $449.99 ($480.36 with tax), making it competitively priced for a new phone by a reputable company. The screen is very tall and narrow, allowing the phone to fit comfortably in the palm of your hand but unfortunately compressing the letters on the virtual keypad to the point where it's extremely difficult to type. The camera is good, taking clear and crisp photos with a good balance of light and color, though it's still important to get low-contrast ambient light for the best photos. The videos are very good and provide a surprising amount of detail, though the audio is often shallow and tinny. The CPU is fast and can handle almost anything I've thrown at it, often juggling Snapchat, Instagram, and Messenger at the same time without a huccup. (The one exception was a very large text file which I opened in Docs, which took at least a minute and a half to fully load, confirming that this is definitely not a replacement for your laptop or macbook.) Finally it has a sturdy metal body with a glass screen, both of which appear to be capable of withstanding some serious punishment.

The biggest caveat, however, is the presence of factory-installed apps. They're everywhere on this phone. From Amazon Prime to Duo to Xperia Assist to Swiftkey, there are a host of useless apps on the Sony Xperia XZ2 which make the process of customizing it to your personal tastes EXTREMELY DIFFICULT. Of course it's possible to sort through all of the apps that come with this phone and manually disable them, but it takes a significant amount of time and energy and can be extremely frustrating to anyone who doesn't have a degree in software engineering.

Despite these caveats, the Sony Xperia XZ2 Compact is a good bargain on the whole. It doesn't have the fastest CPU or the sharpest camera or the sleekest design, but it does the job well across a number of different criteria and is affordably priced at $468.28 on Amazon, as of Feb. 15th, 2019. Make no mistake: it's definitely not an iPhone. But if you're looking for a fast and tough jack-of-all-trades that won't break your bank account, the Sony Xperia XZ2 Compact is a good option to keep in mind.";Truth Seeker;18-Feb-19;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;sony,phone,price,design,camera,photo,photo,video,phone,camera,cpu;2,1,1,1,0,1,1,1,2,1,1
2.0 out of 5 stars;"I was let down; not fully verizon compatible";"I had been looking at this phone, reading reviews and wanting one since it was released and I finally bought an unlocked one here off amazon a month ago.  I can't say I was impressed.  Maybe it was due to my unfamiliarity with a Sony or unlocked phone, maybe I'm used to carrier bloatware, but, I did not like this phone at all.  Additionally, I was not impressed with the camera at all, very poor photos in dim or low light conditions.  I did love the size though and wish there were more options for phones in this size.  I have large hands with fat clumsy fingers and this phone fit me great.

The biggest problem I had was that this phone is not fully compatible with Verizon.  Wi-Fi calling is not available, visual voicemail is not available, MMS messages are not compatible and it had serious issues recognizing a sim card.  I spent hours reading though forums trying to solve these issues, spent hours at a Verizon store with a very helpful and smart tech who could not figure it out.  Thus, I returned it.";MDJ;28-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,camera,photo,hand;2,1,0,2
3.0 out of 5 stars;A great compact phone with a few design flaws;"I really wanted to like this phone, the 1080P screen, though not OLED, is very sharp and color accurate. It is easy to hold, but the 5 inch display on this phone just feels off to use, it is way to narrow. The Sony ROM is pretty good, not many bloat like the typical Samsung. The phone is snappy, since it is a flagship.
There are a lot of good to this phone, but the few minor flaws just defeats the purpose.
There is no headphone jack which is not a big deal for me, as I use wireless headphones anyway, but with the not slim body, I don't see why not have one. The fingerprint sensor is at a very low position, i have touched the lense many many times. The volume rocker is very good, but at a weird place again, because the power button no longer is a fingerprint sensor, i kept hitting the volume down button thinking it was the power button. The stereo speakers are not nearly loud enough, i had to keep it on max volume while trying to watch Netflix.";Evan;24-Nov-18;https://www.amazon.com/Sony-Xperia-Compact-Unlocked-Smartphone/product-reviews/B07B821WFJ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews;phone,screen,phone,body,button,button;2,2,2,2,2,2
